كد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,كد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مكان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
55194,ریاضی پیش دانشگاهی,نظري,2,0,100-48,,0,,,40,,1404/03/21 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55194,ریاضی پیش دانشگاهی,نظري,2,0,100-47,,0,,,40,,1404/03/21 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164129692,ریاضی‌ کاربردی‌,نظري,2,0,100-46,,0,,,40,,1404/03/20 از 10:30 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1008156275,کارآفرینی,نظري_عملي,2,1,100-45,,0,,,40,,1404/03/17 از 08:00 تا 09:30,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1008156275,کارآفرینی,نظري_عملي,2,1,100-44,,0,,,40,,1404/03/17 از 08:00 تا 09:30,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55229,مبانی برنامه نویسی و کامپیوتر,نظري,2,0,100-42,,0,,,40,,1404/03/27 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55229,مبانی برنامه نویسی و کامپیوتر,نظري,2,0,100-41,,0,,,40,,1404/03/27 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164129692,ریاضی‌ کاربردی‌,نظري,2,0,100-40,,0,,,40,,1404/03/20 از 10:30 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000004961,سرپرست دبیرخانه,نظري,3,0,100-5,,يكشنبه از 11:00 تا 12:45,پیمان میرزاوند,,30,,1404/03/29 از 13:30 تا 15:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000004962,بایگان,نظري,2,0,100-2,,سه شنبه از 18:00 تا 19:45,جواد اسکندری,,30,,1404/03/28 از 10:30 تا 12:00,دانشکده مهارتی -سوزن دوزی,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000005015,مسوول دفتری,نظري,2,0,100-7,,چهارشنبه از 16:15 تا 18:00,شهرام خنده رویان,,30,,1404/03/29 از 08:00 تا 10:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164158078,کاربرد رایانه در امور اداری ( 2 ),نظري_عملي,1,1,100-18,,دوشنبه از 14:30 تا 16:15,محدثه تندرو,,30,,1404/03/25 از 08:00 تا 10:00,دانشکده مهارتی -کامپیوتر1,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164161482,کلیات علم اقتصاد,نظري,3,0,100-19,,يكشنبه از 09:15 تا 11:00,پیمان میرزاوند,,30,,1404/03/27 از 13:30 تا 15:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164175172,مکاتبات اداری و اداره امور دفتری,نظري_عملي,1,1,100-20,,شنبه از 12:45 تا 14:30,حسین حسینی,,30,,1404/03/29 از 10:30 تا 12:00,دانشکده مهارتی -206,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164132937,سازمان و وظایف انبارها,نظري,2,0,100-31,,چهارشنبه از 11:00 تا 12:45,محمد امين حسامي نژاد,,30,,1404/03/28 از 08:00 تا 10:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164175110,مبانی علم اداره,نظري,2,0,100-12,,يكشنبه از 07:30 تا 09:15,پیمان میرزاوند,,30,,1404/03/17 از 08:00 تا 10:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164158941,کارپردازی امور و اداره اموال,نظري_عملي,1,1,100-29,,چهارشنبه از 09:15 تا 11:00,حسین حسینی,,30,,1404/03/26 از 10:30 تا 12:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164156372,کارآموزی,كارآموزي,0,2,100-34,,0,زهره رئیسی,,30,,1404/03/17 از 08:00 تا 10:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164128043,روش تحقیق و مأخذ شناسی,نظري_عملي,1,1,100-32,,چهارشنبه از 18:00 تا 19:45,شهرام خنده رویان,,30,,1404/03/26 از 08:00 تا 10:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164103896,آشنایی با پایگاه‌های اطلاعاتی,عملي,0,1,100-28,,شنبه از 09:15 تا 11:00,حسین حسینی,,30,,1404/03/17 از 13:30 تا 15:00,دانشکده مهارتی -206,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164130407,زبان‌تخصصی‌,نظري,2,0,100-27,,شنبه از 07:30 تا 09:15,حسین حسینی,,30,,1404/03/22 از 13:30 تا 15:00,دانشکده مهارتی -206,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164158077,کاربرد رایانه در امور اداری ( 1 ),نظري_عملي,1,1,100-16,,دوشنبه از 16:15 تا 18:00,محدثه تندرو,,30,,1404/03/28 از 13:30 تا 15:00,دانشکده مهارتی -کامپیوتر1,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164175160,بایگانی و اداره امور اسنادی,نظري_عملي,1,1,100-25,,سه شنبه از 18:00 تا 19:45,ابوذر عفیفی پور,,30,,1404/03/19 از 13:30 تا 15:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164149278,مدیریت منابع انسانی,نظري,2,0,100-26,,يكشنبه از 16:15 تا 18:00,بهنام جاميشي,,30,,1404/03/21 از 13:30 تا 15:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164104893,اصول برنامه‌ریزی,نظري,2,0,100-11,,چهارشنبه از 12:45 تا 14:30,پیمان میرزاوند,,30,,1404/03/19 از 08:00 تا 10:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164105425,اصول سازماندهی,نظري,2,0,100-9,,سه شنبه از 16:15 تا 18:00,ابوذر عفیفی پور,,30,,1404/03/27 از 08:00 تا 10:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164161826,کنترل و تنظیم بودجه,نظري,2,0,100-14,,شنبه از 11:00 تا 12:45,حسین حسینی,,30,,1404/03/21 از 08:00 تا 10:00,دانشکده مهارتی -206,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164126597,رفتار سازمانی,نظري,2,0,100-8,,يكشنبه از 18:00 تا 19:45,بهنام جاميشي,,30,,1404/03/18 از 08:00 تا 10:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164118973,تشکیلات و روش‌های اداری,نظري_عملي,1,1,100-23,,چهارشنبه از 14:30 تا 16:15,شهرام خنده رویان,,30,,1404/03/22 از 10:30 تا 12:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164167665,حقوق کار وتامین اجتماعی,نظري,2,0,100-30,,سه شنبه از 14:30 تا 16:15,زهرا عامري قصرالدشتي,,30,,1404/03/19 از 10:30 تا 12:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164123307,حقوق اساسی,نظري,2,0,100-10,,سه شنبه از 16:15 تا 18:00,محدثه تندرو,,30,,1404/03/25 از 13:30 تا 15:00,دانشکده مهارتی -خیاطی,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1164121481,جامعه‌شناسی عمومی,نظري,2,0,100-37,,سه شنبه از 16:15 تا 18:00,جواد اسکندری,,30,,1404/03/20 از 08:00 تا 10:00,163 - شيراز-شیمی 1 دانشکده مهارتی و کارآفرینی(سما شیراز),کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
100000,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,100-39,,0,زهره رئیسی,,30,,1404/03/17 از 08:00 تا 10:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
100002,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,100-40,,0,زهره رئیسی,,30,,1404/03/17 از 08:00 تا 10:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
100001,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,100-38,,0,زهره رئیسی,,30,,1404/03/17 از 08:00 تا 10:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000005570,آشنایی با نرم فزارهای کاربردی حسابداری,نظري,2,0,200-70,,يكشنبه از 16:15 تا 18:00,زهرا سالاری,,30,,1404/03/20 از 13:30 تا 15:00,دانشکده مهارتی -کامپیوتر3,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004156372,کارآموزی,كارآموزي,0,2,200-68,,0,زهره رئیسی,,40,,1403/09/04 از 08:00 تا 10:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6285107833,آمار مقدماتی,نظري,2,0,200-67,,0,,,40,,1404/03/22 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55229,مبانی برنامه نویسی و کامپیوتر,نظري,2,0,200-66,,0,,,40,,1404/03/27 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55229,مبانی برنامه نویسی و کامپیوتر,نظري,2,0,200-65,,0,,,40,,1404/03/27 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004130047,ریاضی عمومی,نظري,3,0,200-63,,0,,,40,,1404/03/20 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004130047,ریاضی عمومی,نظري,3,0,200-62,,0,,,40,,1404/03/20 از 10:30 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55194,ریاضی پیش دانشگاهی,نظري,2,0,200-61,,0,,,40,,1404/03/21 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55194,ریاضی پیش دانشگاهی,نظري,2,0,200-60,,0,,,40,,1404/03/21 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1939156327,کارآفرینی و پروژه,نظري_عملي,1,1,200-59,,0,,,40,,1404/03/17 از 08:00 تا 09:30,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1939156327,کارآفرینی و پروژه,نظري_عملي,1,1,200-58,,0,,,40,,1404/03/17 از 08:00 تا 09:30,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004206933,مبانی عمومی رایانه,كارگاهي,1,1,200-57,,0,,,40,,1404/03/27 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004206933,مبانی عمومی رایانه,كارگاهي,1,1,200-56,,0,,,40,,1404/03/27 از 10:00 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004122811,حسابداری مالی 1,نظري_عملي,2,1,200-56,,دوشنبه از 10:00 تا 12:45,زهره رئیسی,,40,,1404/03/20 از 08:00 تا 10:00,دانشکده مهارتی -207,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004123242,حقوق‌ تجارت‌,نظري,2,0,200-56,,سه شنبه از 14:30 تا 16:15,محدثه تندرو,,40,,1404/03/18 از 08:00 تا 10:00,دانشکده مهارتی -202,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004106948,اقتصادخرد,نظري,3,0,200-55,,دوشنبه از 14:30 تا 17:00,زهرا سالاری,,25,,1404/03/22 از 13:30 تا 15:00,163 - شيراز-شیمی 1 دانشکده مهارتی و کارآفرینی(سما شیراز),کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004122527,حسابداری‌ شرکتها ) 1 (,نظري_عملي,2,1,200-53,,دوشنبه از 17:00 تا 19:45,زهرا سالاری,,40,,1404/03/19 از 08:00 تا 10:00,دانشکده مهارتی -203,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1939129685,ریاضی‌عمومی‌ 2,نظري,3,0,200-52,,0,,,40,,1404/03/20 از 10:30 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1939129685,ریاضی‌عمومی‌ 2,نظري,3,0,200-51,,0,,,40,,1404/03/20 از 10:30 تا 12:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5865116531,تاریخ هنر ایران,نظري,2,0,163115242,,دوشنبه از 14:30 تا 16:15,حکیمه دژکام,,30,,1404/03/28 از 13:00 تا 15:00,دانشکده مهارتی -303,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي نساجي(7116335),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5865206107,طراحی‌اندام,كارگاهي,1,1,163115240,,يكشنبه از 10:00 تا 13:00,لاله محجوبيان,,20,,1404/03/17 از 13:00 تا 15:00,دانشکده مهارتی -405,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي نساجي(7116335),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000012228,اصول حسابداری(1),نظري,4,0,200-1,,شنبه از 13:30 تا 16:15,حمیدرضا زارعی,,30,,1404/03/17 از 08:00 تا 10:00,دانشکده مهارتی -203,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000013364,حسابداری شرکت های مقدماتی,نظري,2,0,200-3,,شنبه از 18:00 تا 19:45,حمیدرضا زارعی,,30,,1404/03/29 از 08:00 تا 10:00,دانشکده مهارتی -203,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
100000,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,200-6,,0,زهره رئیسی,,50,,1403/09/14 از 08:00 تا 10:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
100002,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,200-8,,0,زهره رئیسی,,50,,1403/09/14 از 08:00 تا 10:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
100001,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,200-7,,0,زهره رئیسی,,50,,1403/09/14 از 08:00 تا 10:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55076,حسابداری صنعتی (جبرانی),نظري,2,0,200-14,,شنبه از 09:15 تا 11:00,محدثه تندرو,,40,,1404/03/27 از 13:30 تا 15:00,دانشکده مهارتی -203,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1939130423,زبان‌ فنی‌,نظري,2,0,200-23,,دوشنبه از 16:15 تا 18:00,زهرا برزگر,,40,,1404/03/18 از 13:30 تا 15:00,دانشکده مهارتی -201,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1939122528,حسابداری‌شرکتها 2,نظري,3,0,200-27,,شنبه از 11:00 تا 13:30,محدثه تندرو,,40,,1403/09/21 از 08:00 تا 10:00,دانشکده مهارتی -203,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000002726,پروژه مالی,عملي,0,1,250-4,,0,زهره رئیسی,,30,,1403/09/13 از 08:00 تا 10:00,,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004100710,اخلاق حرفه ای,نظري,2,0,200-11,,سه شنبه از 18:00 تا 19:45,زهرا سالاری,,40,,1404/03/28 از 13:30 تا 15:00,دانشکده مهارتی -204,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004112513,بهایابی ( 2 ),نظري_عملي,2,1,200-22,,سه شنبه از 07:30 تا 09:15,زهره رئیسی,,40,,1404/03/26 از 08:00 تا 10:00,دانشکده مهارتی -205,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004112507,بهایابی ( 1 ),نظري_عملي,2,1,200-20,,دوشنبه از 07:30 تا 10:00,زهره رئیسی,,40,,1404/03/26 از 13:30 تا 15:00,دانشکده مهارتی -207,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004122616,حسابداری حقوق و دستمزد,نظري_عملي,1,1,200-24,,چهارشنبه از 18:00 تا 19:45,زهرا برزگر,,35,,1404/03/21 از 13:30 تا 15:00,دانشکده مهارتی -204,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004124434,حقوق کار,نظري,2,0,200-4,,سه شنبه از 16:15 تا 18:00,زهرا سالاری,,40,,1404/03/21 از 08:00 تا 10:00,دانشکده مهارتی -204,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004159623,کارگاه حسابداری,كارگاهي,0,2,200-29,,چهارشنبه از 18:00 تا 19:45,حجت اله حاجي رضائي,,40,,1404/03/13 از 08:00 تا 10:00,دانشکده مهارتی -203,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004206947,حسابداری مالی 2,نظري_عملي,2,1,200-32,,0,زهرا سالاری,,40,,1404/03/19 از 13:30 تا 15:00,دانشکده مهارتی -206,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004143215,مالیاتی 2,نظري_عملي,1,1,200-30,,چهارشنبه از 14:30 تا 16:15,زهرا برزگر,,40,,1404/03/17 از 13:30 تا 15:00,دانشکده مهارتی -204,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004143210,مالیاتی 1,نظري_عملي,1,1,200-25,,چهارشنبه از 16:15 تا 18:00,زهرا برزگر,,40,,1404/03/28 از 08:00 تا 10:00,دانشکده مهارتی -204,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004206936,کنترل‌های داخلی,نظري_عملي,1,1,200-34,,شنبه از 16:15 تا 18:00,حمیدرضا زارعی,,40,,1404/03/25 از 13:30 تا 15:00,دانشکده مهارتی -203,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004143197,مالی 1,نظري_عملي,2,1,200-31,,دوشنبه از 13:30 تا 16:15,زهرا برزگر,,30,,1404/03/29 از 10:30 تا 12:00,دانشکده مهارتی -آتلیه نقاشی2,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004206937,نرم افزارهای کاربردی در حسابداری,كارگاهي,1,1,200-33,,يكشنبه از 18:00 تا 19:45,زهرا سالاری,,30,,1404/03/25 از 08:00 تا 10:00,دانشکده مهارتی -کامپیوتر1,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004206942,حسابداری امور بانکی,نظري_عملي,1,1,100-28,,سه شنبه از 14:30 تا 16:15,زهرا سالاری,,40,,1404/03/29 از 13:30 تا 15:00,دانشکده مهارتی -204,کاردانی پیوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
