,,كد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,كد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مكان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
,167,100002,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,163811714,,,سید محمد حجی خراسانی.,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,168,100001,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,163811713,,,سید محمد حجی خراسانی.,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,169,100000,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,163811712,,,سید محمد حجی خراسانی.,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,170,100002,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,163811706,,,سید محمد حجی خراسانی.,,50,,,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,171,100001,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,163811705,,,سید محمد حجی خراسانی.,,50,,,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,172,100000,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,163811704,,,سید محمد حجی خراسانی.,,50,,,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,173,100002,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,163811703,,,حمیده ادراکی,,50,,,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,174,100001,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,163811702,,,حمیده ادراکی,,50,,,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,175,100000,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,163811701,,,حمیده ادراکی,,50,,,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,176,99083,انس با قرآن کریم,نظري,1,0,8013,,سه شنبه از 13:30 تا 19:30,نسرین علوی نیا,,35,,1404/05/27 از 08:00 تا 09:30,,كارشناسي پيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي روان شناسي-محل کلاس-داراب(7116834361),343 - زاهد شهر(343),343 - زاهد شهر(71343),71 - فارس(71)
,177,99083,انس با قرآن کریم,نظري,1,0,8012,,سه شنبه از 07:30 تا 13:30,نسرین علوی نیا,,35,,1404/05/27 از 08:00 تا 09:30,,كارشناسي پيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي روان شناسي-محل کلاس-داراب(7116834361),343 - زاهد شهر(343),343 - زاهد شهر(71343),71 - فارس(71)
,178,90881,آشنایی با دفاع مقدس,نظري,2,0,8011,,سه شنبه از 07:30 تا 13:30,علي نجفي مربوئيه,,50,,1404/05/28 از 11:00 تا 12:30,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح استان,,گروه آموزشي روان شناسي-محل کلاس-داراب(7116834361),343 - زاهد شهر(343),343 - زاهد شهر(71343),71 - فارس(71)
,179,90755,انقلاب اسلامی ایران,نظري,2,0,8010,,دوشنبه از 13:30 تا 19:30,احمد علی مروت,,45,,1404/05/28 از 09:30 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي روان شناسي-محل کلاس-داراب(7116834361),343 - زاهد شهر(343),343 - زاهد شهر(71343),71 - فارس(71)
,180,99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,8009,,چهارشنبه از 13:30 تا 19:30,عبدالمهدي رستاد,,45,,1404/05/27 از 11:00 تا 12:30,,كارشناسي پيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي روان شناسي-محل کلاس-داراب(7116834361),343 - زاهد شهر(343),343 - زاهد شهر(71343),71 - فارس(71)
,181,99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,8008,,يكشنبه از 13:30 تا 19:30,عبدالمهدي رستاد,,45,,1404/05/27 از 09:00 تا 10:30,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح استان,,گروه آموزشي روان شناسي-محل کلاس-داراب(7116834361),343 - زاهد شهر(343),343 - زاهد شهر(71343),71 - فارس(71)
,182,90763,تفسیر موضوعی قرآن,نظري,2,0,8004,,پنج شنبه از 07:30 تا 13:30,نسرین علوی نیا,,45,,1404/05/25 از 11:00 تا 12:30,,كارشناسي پيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي روان شناسي-محل کلاس-داراب(7116834361),343 - زاهد شهر(343),343 - زاهد شهر(71343),71 - فارس(71)
,183,90029,فارسی,نظري,3,0,8001,,يكشنبه از 07:30 تا 16:30,قدسيه محمدي,,50,,1404/05/25 از 08:00 تا 09:30,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح استان,,گروه آموزشي روان شناسي-محل کلاس-داراب(7116834361),343 - زاهد شهر(343),343 - زاهد شهر(71343),71 - فارس(71)
